IH79 TAI-UT1: USNO data from floppy thru 47104; Princeton updates...
(A3,2X,I5,6(I7,1X),1X,I2)        2 2440219 2499999  6  5           1.E-4
     40219  70123   70246   70368   70490   70614   70738
     40249  70866   70994   71126   71263   71403   71550
     40279  71700   71854   72009   72164   72318   72470
     40309  72622   72775   72929   73088   73246   73405
     40339  73562   73714   73861   74003   74140   74276
     40369  74410   74544   74673   74800   74920   75035
     40399  75145   75250   75346   75443   75538   75636
     40429  75732   75831   75927   76026   76129   76237
     40459  76347   76464   76585   76713   76849   76993
     40489  77138   77282   77427   77568   77710   77852
     40519  77996   78142   78290   78437   78583   78725
     40549  78869   79012   79157   79302   79449   79600
     40579  79747   79894   80040   80183   80327   80469
     40609  80612   80754   80896   81040   81185   81334
     40639  81487   81642   81802   81963   82123   82285
     40669  82445   82604   82762   82921   83080   83239
     40699  83397   83553   83709   83861   84009   84153
     40729  84291   84424   84552   84675   84795   84910
     40759  85024   85135   85242   85347   85447   85545
     40789  85641   85733   85825   85916   86010   86107
     40819  86206   86309   86415   86526   86642   86761
     40849  86887   87016   87152   87294   87438   87585
     40879  87733   87885   88038   88191   88344   88496
     40909  88648   88798   88944   89091   89233   89374
     40939  89513   89648   89781   89910   90039   90167
     40969  90294   90423   90553   90684   90810   90935
     40999  91062   91191   91322   91455   91594   91740
     41029  91896   92066   92245   92403   92556   92708
     41059  92860   93016   93176   93341   93507   93671
     41089  93831   93987   94137   94282   94424   94561
     41119  94691   94813   94928   95043   95158   95277
     41149  95402   95526   95651   95774   95892   96008
     41179  96123   96240   96363   96495   96634   96776
     41209  96922   97070   97219   97372   97531   97698
     41239  97870   98045   98223   98404   98587   98771
     41269  98953   99133   99306   99475   99641   99796
     41299  99940  100080  100215  100349  100490  100638
     41329 100793  100949  101105  101263  101424  101593
     41359 101770  101944  102107  102272  102440  102611
     41389 102784  102959  103134  103308  103484  103661
     41419 103838  104016  104191  104365  104536  104709
     41449 104884  105057  105226  105392  105553  105710
     41479 105861  106006  106145  106279  106409  106536
     41509 106660  106782  106903  107026  107154  107289
     41539 107424  107559  107689  107818  107941  108067
     41569 108204  108349  108500  108660  108823  108990
     41599 109154  109317  109480  109642  109802  109962
     41629 110122  110285  110451  110619  110788  110956
     41659 111120  111283  111444  111605  111764  111925
     41689 112082  112239  112396  112553  112712  112871
     41719 113035  113200  113365  113533  113701  113869
     41749 114038  114210  114385  114563  114742  114923
     41779 115101  115276  115449  115620  115791  115960
     41809 116129  116295  116458  116616  116773  116926
     41839 117076  117223  117366  117502  117631  117754
     41869 117869  117984  118099  118217  118336  118459
     41899 118583  118706  118831  118958  119087  119219
     41929 119355  119495  119640  119787  119937  120089
     41959 120243  120398  120554  120714  120876  121039
     41989 121205  121371  121536  121703  121866  122027
     42019 122185  122343  122498  122649  122796  122930
     42049 123041  123165  123307  123443  123557  123671
     42079 123804  123947  124090  124224  124355  124494
     42109 124644  124801  124964  125124  125276  125422
     42139 125567  125711  125861  126024  126198  126374
     42169 126544  126705  126861  127010  127160  127312
     42199 127458  127592  127714  127824  127927  128029
     42229 128131  128237  128343  128446  128544  128639
     42259 128733  128834  128947  129068  129188  129303
     42289 129412  129524  129645  129772  129905  130041
     42319 130176  130312  130456  130610  130767  130924
     42349 131079  131232  131384  131537  131691  131845
     42379 131998  132151  132298  132437  132569  132700
     42409 132829  132961  133094  133227  133363  133500
     42439 133642  133790  133937  134083  134228  134372
     42469 134513  134651  134793  134937  135086  135241
     42499 135400  135555  135703  135847  135993  136143
     42529 136296  136448  136598  136744  136884  137021
     42559 137154  137282  137407  137530  137650  137768
     42589 137881  137987  138087  138185  138280  138372
     42619 138463  138558  138657  138763  138872  138981
     42649 139088  139196  139311  139430  139552  139676
     42679 139805  139940  140079  140225  140375  140531
     42709 140689  140849  141009  141170  141330  141488
     42739 141644  141796  141944  142085  142224  142362
     42769 142498  142631  142762  142895  143030  143168
     42799 143311  143458  143607  143758  143903  144045
     42829 144185  144325  144469  144619  144774  144932
     42859 145094  145261  145430  145601  145768  145934
     42889 146098  146260  146423  146585  146754  146926
     42919 147093  147249  147397  147538  147666  147786
     42949 147897  148004  148113  148223  148341  148462
     42979 148584  148705  148825  148943  149057  149169
     43009 149281  149397  149518  149646  149784  149932
     43039 150086  150247  150411  150575  150743  150914
     43069 151085  151256  151426  151592  151751  151905
     43099 152055  152205  152354  152504  152655  152805
     43129 152952  153096  153238  153375  153514  153653
     43159 153792  153931  154067  154201  154333  154465
     43189 154597  154732  154871  155017  155163  155312
     43219 155464  155618  155776  155935  156097  156260
     43249 156425  156590  156753  156914  157073  157229
     43279 157381  157528  157668  157803  157930  158052
     43309 158168  158279  158384  158484  158580  158674
     43339 158767  158859  158950  159044  159138  159234
     43369 159335  159442  159553  159671  159796  159931
     43399 160071  160215  160362  160511  160661  160817
     43429 160976  161139  161302  161464  161623  161778
     43459 161932  162086  162240  162394  162546  162702
     43489 162861  163021  163183  163345  163507  163666
     43519 163823  163979  164132  164284  164439  164599
     43549 164768  164942  165118  165294  165468  165639
     43579 165806  165970  166136  166306  166478  166654
     43609 166830  167003  167170  167332  167490  167649
     43639 167808  167969  168125  168274  168417  168550
     43669 168678  168798  168912  169021  169126  169226
     43699 169320  169410  169499  169589  169682  169781
     43729 169890  170007  170128  170252  170376  170502
     43759 170627  170753  170883  171018  171157  171300
     43789 171447  171596  171747  171901  172056  172211
     43819 172369  172527  172685  172842  172998  173153
     43849 173306  173457  173607  173756  173904  174050
     43879 174195  174339  174482  174625  174768  174911
     43909 175055  175199  175344  175489  175635  175782
     43939 175929  176077  176226  176377  176530  176683
     43969 176839  176994  177151  177307  177461  177626
     43999 177777  177924  178067  178205  178338  178465
     44029 178587  178707  178824  178936  179047  179154
     44059 179257  179356  179454  179551  179648  179744
     44089 179843  179944  180047  180152  180257  180364
     44119 180472  180583  180696  180814  180936  181063
     44149 181195  181329  181463  181599  181735  181872
     44179 182009  182144  182276  182407  182537  182667
     44209 182795  182923  183051  183178  183305  183430
     44239 183556  183682  183809  183935  184061  184187
     44269 184310  184433  184554  184676  184797  184918
     44299 185038  185160  185284  185409  185535  185664
     44329 185794  185925  186057  186191  186324  186456
     44359 186587  186715  186840  186963  187080  187194
     44389 187303  187408  187510  187608  187701  187791
     44419 187877  187961  188044  188127  188208  188289
     44449 188370  188451  188532  188615  188701  188792
     44479 188887  188988  189095  189206  189322  189441
     44509 189564  189691  189819  189949  190081  190215
     44539 190348  190482  190612  190741  190869  190995
     44569 191119  191241  191362  191482  191601  191720
     44599 191839  191957  192075  192193  192309  192425
     44629 192539  192652  192764  192879  192995  193114
     44659 193235  193359  193486  193614  193743  193873
     44689 194005  194137  194271  194408  194544  194680
     44719 194815  194947  195077  195203  195324  195442
     44749 195557  195670  195778  195881  195978  196069
     44779 196154  196233  196306  196377  196445  196511
     44809 196578  196648  196721  196794  196869  196946
     44839 197026  197108  197193  197282  197375  197472
     44869 197573  197677  197786  197898  198014  198132
     44899 198251  198373  198494  198612  198727  198840
     44929 198952  199062  199172  199280  199387  199494
     44959 199601  199707  199816  199923  200046  200171
